"The best hit (protein with highest percent identity) of the blastp results from the proteome of the major clonal complex  of the protein conservation analysis in Chapter 6. Subject_id: protein of the isolate along with the locus tag of the prokka output, CC : clonal complex, pct_identity: identity percentage, aln_length: aligned length of the protein, n_of_mismatches: no of mismatches, gap_openings: number of gaps found in the sequence when aligned, q_start: starting position of the query(potential vaccine candidate proteins) when aligned with subject protein, q_end: end position of the query,  s_start: starting position of the subject when aligned with query protein, s_end: ending position of the subject, e_value: number of expected hits of similar quality (score) that could be found just by chance, bit_score: sequence similarity independent of query sequence length and database size and is normalized based on the rawpairwise alignment score."													
													
													
													
													
													
													
													
													
Bifunctional autolysin (Atl)													
subject_id	CC	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score		
B148_F92_Y02_CC1_02115	CC1	100	491	0	0	1	491	1	491	0	1001		
B149_F93_Y02_CC1_01831	CC1	100	491	0	0	1	491	1	491	0	1001		
B150_F94_Y02_CC1_02425	CC1	100	491	0	0	1	491	1	491	0	1001		
B152_F96_Y02_CC1_00296	CC1	100	491	0	0	1	491	1	491	0	1001		
B153_F97_Y02_CC1_00616	CC1	100	491	0	0	1	491	1	491	0	1001		
B154_F98_Y02_CC1_01215	CC1	100	491	0	0	1	491	1	491	0	1001		
B155_F99_Y02_CC1_02181	CC1	100	491	0	0	1	491	1	491	0	1001		
B156_F100_Y02_CC1_00999	CC1	100	491	0	0	1	491	1	491	0	1001		
B157_F101_Y02_CC1_00559	CC1	100	491	0	0	1	491	1	491	0	1001		
B159_F103_Y02_CC1_02341	CC1	100	491	0	0	1	491	1	491	0	1001		
B160_F104_Y02_CC1_02018	CC1	100	491	0	0	1	491	1	491	0	1001		
B161_F105_Y02_CC1_02337	CC1	100	491	0	0	1	491	1	491	0	1001		
B162_F106_Y02_CC1_00653	CC1	100	491	0	0	1	491	1	491	0	1001		
B163_F107_Y02_CC1_02034	CC1	100	491	0	0	1	491	1	491	0	1001		
B165_F109_Y02_CC1_01933	CC1	100	491	0	0	1	491	1	491	0	1001		
B166_F111_Y02_CC1_01282	CC1	100	491	0	0	1	491	1	491	0	1001		
B167_F112_Y02_CC1_02120	CC1	100	491	0	0	1	491	1	491	0	1001		
B168_F113_Y02_CC1_00529	CC1	100	491	0	0	1	491	1	491	0	1001		
B169_F114_Y02_CC1_00218	CC1	100	491	0	0	1	491	1	491	0	1001		
B170_F115_Y02_CC1_02039	CC1	100	491	0	0	1	491	1	491	0	1001		
B171_F116_Y02_CC1_00959	CC1	100	491	0	0	1	491	1	491	0	1001		
B172_F117_Y02_CC1_01841	CC1	100	491	0	0	1	491	1	491	0	1001		
B173_F118_Y02_CC1_02202	CC1	100	491	0	0	1	491	1	491	0	1001		
B174_F119_Y02_CC1_01884	CC1	100	491	0	0	1	491	1	491	0	1001		
B175_F120_Y02_CC1_02483	CC1	100	491	0	0	1	491	1	491	0	1001		
B177_F122_Y02_CC1_01481	CC1	100	491	0	0	1	491	1	491	0	1001		
B178_F123_Y02_CC1_02130	CC1	100	491	0	0	1	491	1	491	0	1001		
B181_F126_Y02_CC1_01654	CC1	100	491	0	0	1	491	1	491	0	1001		
B182_F127_Y02_CC1_01800	CC1	100	491	0	0	1	491	1	491	0	1001		
B183_F128_Y02_CC1_02434	CC1	100	491	0	0	1	491	1	491	0	1001		
B185_F130_Y02_CC1_02161	CC1	100	491	0	0	1	491	1	491	0	1001		
B186_F131_Y02_CC1_02273	CC1	100	491	0	0	1	491	1	491	0	1001		
B187_F132_Y02_CC1_01942	CC1	100	491	0	0	1	491	1	491	0	1001		
B188_F133_Y02_CC1_02217	CC1	100	491	0	0	1	491	1	491	0	1001		
B027_F21_Y13_CC133_01206	CC133	98.778	491	6	0	1	491	1	491	0	990		
B176_F121_Y02_CC133_01942	CC133	98.778	491	6	0	1	491	1	491	0	990		
B068_F56_Y18_CC151_00754	CC151	98.778	491	6	0	1	491	1	491	0	991		
B071_F57_Y18_CC151_00501	CC151	98.778	491	6	0	1	491	1	491	0	991		
B134_F78_Y02_CC151_01088	CC151	98.778	491	6	0	1	491	1	491	0	991		
B145_F89_Y02_CC151_00184	CC151	98.778	491	6	0	1	491	1	491	0	991		
B151_F95_Y02_CC151_00107	CC151	98.778	491	6	0	1	491	1	491	0	991		
B179_F124_Y02_CC151_00184	CC151	98.778	491	6	0	1	491	1	491	0	991		
B184_F129_Y02_CC151_00185	CC151	98.778	491	6	0	1	491	1	491	0	991		
B001_F01_Y13_CC8_00711	CC8	99.593	491	2	0	1	491	1	491	0	999		
B002_F01_Y13_CC8_00764	CC8	99.593	491	2	0	1	491	1	491	0	999		
B013_F09_Y13_CC8_02083	CC8	99.593	491	2	0	1	491	1	491	0	999		
B031_F25_Y13_CC8_00785	CC8	99.593	491	2	0	1	491	1	491	0	999		
B135_F79_Y02_CC8_00243	CC8	99.593	491	2	0	1	491	1	491	0	999		
B138_F82_Y02_CC8_00240	CC8	99.593	491	2	0	1	491	1	491	0	999		
B005_F04_Y13_CC97_02217	CC97	99.389	491	3	0	1	491	1	491	0	995		
B019_F14_Y13_CC97_02188	CC97	99.389	491	3	0	1	491	1	491	0	995		
B025_F13_Y13_CC97_01110	CC97	99.389	491	3	0	1	491	1	491	0	995		
B026_F20_Y13_CC97_00458	CC97	99.389	491	3	0	1	491	1	491	0	995		
B029_F23_Y13_CC97_00708	CC97	99.389	491	3	0	1	491	1	491	0	995		
B034_F19_Y13_CC97_02381	CC97	99.389	491	3	0	1	491	1	491	0	995		
B046_F35_Y13_CC97_01971	CC97	99.389	491	3	0	1	491	1	491	0	995		
B047_F36_Y13_CC97_00059	CC97	99.389	491	3	0	1	491	1	491	0	995		
B062_F49_Y13_CC97_01946	CC97	99.389	491	3	0	1	491	1	491	0	995		
B067_F55_Y18_CC97_01395	CC97	99.389	491	3	0	1	491	1	491	0	995		
B069_F55_Y18_CC97_00267	CC97	99.389	491	3	0	1	491	1	491	0	995		
B073_F55_Y18_CC97_01255	CC97	99.389	491	3	0	1	491	1	491	0	995		
B074_F55_Y18_CC97_00642	CC97	99.389	491	3	0	1	491	1	491	0	995		
B077_F60_Y18_CC97_02404	CC97	99.389	491	3	0	1	491	1	491	0	995		
B079_F62_Y18_CC97_01386	CC97	98.778	491	6	0	1	491	1	491	0	989		
B080_F62_Y18_CC97_00285	CC97	98.778	491	6	0	1	491	1	491	0	989		
B081_F62_Y18_CC97_01854	CC97	98.778	491	6	0	1	491	1	491	0	989		
B110_F62_Y18_CC97_00071	CC97	98.778	491	6	0	1	491	1	491	0	989		
B116_F62_Y18_CC97_00305	CC97	98.778	491	6	0	1	491	1	491	0	989		
B117_F62_Y18_CC97_00895	CC97	98.778	491	6	0	1	491	1	491	0	989		
B118_F62_Y18_CC97_00081	CC97	98.778	491	6	0	1	491	1	491	0	989		
B120_F62_Y18_CC97_00063	CC97	98.778	491	6	0	1	491	1	491	0	989		
B131_F75_Y02_CC97_00809	CC97	99.389	491	3	0	1	491	1	491	0	995		
B141_F85_Y02_CC97_00533	CC97	99.389	491	3	0	1	491	1	491	0	995		
B158_F102_Y02_CC97_01311	CC97	99.389	491	3	0	1	491	1	491	0	995		
B164_F108_Y02_CC97_00034	CC97	98.778	491	6	0	1	491	1	491	0	989		
B180_F125_Y02_CC97_01986	CC97	99.389	491	3	0	1	491	1	491	0	995		
													
hypothetical protein A													
subject_id	CC	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score		
B003_F02_Y13_CC1_01895	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B004_F03_Y13_CC1_01467	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B006_F05_Y13_CC1_00125	CC1	100	166	0	0	1	166	1	166	3.01E-119	330		
B007_F02_Y13_CC1_00799	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B008_F05_Y13_CC1_00220	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B009_F07_Y13_CC1_00187	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B010_F07_Y13_CC1_01592	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B011_F03_Y13_CC1_00994	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B012_F08_Y13_CC1_00187	CC1	100	166	0	0	1	166	1	166	2.87E-119	330		
B014_F10_Y13_CC1_00694	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B016_F12_Y13_CC1_01914	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B017_F134_Y13_CC1_01826	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B018_F13_Y13_CC1_01075	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B020_F15_Y13_CC1_00695	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B021_F16_Y13_CC1_01919	CC1	99.398	166	1	0	1	166	1	166	4.63E-119	329		
B022_F17_Y13_CC1_01980	CC1	99.398	166	1	0	1	166	1	166	6.42E-118	327		
B024_F19_Y13_CC1_01060	CC1	100	166	0	0	1	166	1	166	3.04E-119	330		
B028_F22_Y13_CC1_00943	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B030_F24_Y13_CC1_01799	CC1	100	166	0	0	1	166	1	166	2.99E-119	330		
B032_F26_Y13_CC1_00901	CC1	100	163	0	0	1	163	1	163	2.48E-116	323		
B033_F08_Y13_CC1_01298	CC1	100	166	0	0	1	166	1	166	3.05E-119	330		
B035_F27_Y13_CC1_01030	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B036_F27_Y13_CC1_02241	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B037_F28_Y13_CC1_00595	CC1	100	166	0	0	1	166	1	166	3.07E-119	330		
B038_F29_Y13_CC1_01018	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B039_F29_Y13_CC1_00187	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B040_F30_Y13_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B041_F31_Y13_CC1_02088	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B042_F32_Y13_CC1_01105	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B043_F33_Y13_CC1_01294	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B044_F33_Y13_CC1_02329	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B045_F34_Y13_CC1_00468	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B047_F37_Y13_CC1_00902	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B048_F37_Y13_CC1_01921	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B050_F39_Y13_CC1_01994	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B051_F40_Y13_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B052_F41_Y13_CC1_00949	CC1	100	166	0	0	1	166	1	166	2.89E-119	330		
B053_F06_Y13_CC1_01957	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B054_F42_Y13_CC1_01493	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B055_F43_Y13_CC1_01387	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B056_F44_Y13_CC1_01927	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B057_F45_Y13_CC1_01708	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B058_F46_Y13_CC1_00878	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B059_F47_Y13_CC1_01811	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B060_F48_Y13_CC1_01885	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B061_F48_Y13_CC1_00957	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B063_F50_Y13_CC1_00316	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B064_F51_Y13_CC1_00190	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B065_F52_Y13_CC1_00256	CC1	100	166	0	0	1	166	1	166	2.99E-119	330		
B066_F54_Y18_CC1_01931	CC1	100	166	0	0	1	166	1	166	2.84E-119	330		
B070_F54_Y18_CC1_00763	CC1	100	166	0	0	1	166	1	166	2.84E-119	330		
B076_F59_Y18_CC1_00457	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B078_F61_Y18_CC1_00681	CC1	99.398	166	1	0	1	166	1	166	1.16E-118	328		
B082_F63_Y18_CC1_00457	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B083_F63_Y18_CC1_00937	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B084_F64_Y18_CC1_01008	CC1	99.398	166	1	0	1	166	1	166	1.19E-118	328		
B085_F65_Y18_CC1_00183	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B086_F66_Y18_CC1_00473	CC1	100	166	0	0	1	166	1	166	2.99E-119	330		
B087_F65_Y18_CC1_00448	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B088_F65_Y18_CC1_01589	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B089_F65_Y18_CC1_01133	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B090_F67_Y18_CC1_00492	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B091_F67_Y18_CC1_00670	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B092_F65_Y18_CC1_00174	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B093_F65_Y18_CC1_02200	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B094_F65_Y18_CC1_01310	CC1	100	166	0	0	1	166	1	166	2.94E-119	330		
B095_F68_Y18_CC1_00421	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B096_F68_Y18_CC1_00915	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B097_F63_Y18_CC1_00690	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B098_F69_Y18_CC1_00485	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B099_F69_Y18_CC1_00982	CC1	100	166	0	0	1	166	1	166	2.97E-119	330		
B100_F64_Y18_CC1_01174	CC1	99.398	166	1	0	1	166	1	166	1.18E-118	328		
B101_F64_Y18_CC1_00623	CC1	99.398	166	1	0	1	166	1	166	1.65E-118	328		
B102_F65_Y18_CC1_00092	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B103_F65_Y18_CC1_01258	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B104_F65_Y18_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B105_F65_Y18_CC1_00188	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B106_F65_Y18_CC1_00819	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B107_F70_Y18_CC1_00337	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B108_F62_Y18_CC1_01455	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B109_F62_Y18_CC1_01559	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B111_F70_Y18_CC1_00362	CC1	100	166	0	0	1	166	1	166	2.87E-119	330		
B112_F70_Y18_CC1_00416	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B113_F70_Y18_CC1_01435	CC1	100	166	0	0	1	166	1	166	3.00E-119	330		
B114_F66_Y18_CC1_00281	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B115_F65_Y18_CC1_01529	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B119_F62_Y18_CC1_01270	CC1	100	166	0	0	1	166	1	166	2.99E-119	330		
B121_F62_Y18_CC1_00187	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B122_F71_Y18_CC1_02409	CC1	100	166	0	0	1	166	1	166	2.94E-119	330		
B123_F69_Y18_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B124_F69_Y18_CC1_01715	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B125_F72_Y18_CC1_02002	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B126_F73_Y18_CC1_00919	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B127_F63_Y18_CC1_00303	CC1	100	166	0	0	1	166	1	166	2.85E-119	330		
B128_F63_Y18_CC1_00505	CC1	100	166	0	0	1	166	1	166	2.85E-119	330		
B129_F63_Y18_CC1_00186	CC1	100	166	0	0	1	166	1	166	2.87E-119	330		
B130_F74_Y02_CC1_01604	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B133_F77_Y02_CC1_00782	CC1	100	166	0	0	1	166	1	166	2.85E-119	330		
B136_F80_Y02_CC1_02286	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B139_F83_Y02_CC1_00532	CC1	100	166	0	0	1	166	1	166	3.03E-119	330		
B140_F84_Y02_CC1_01638	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B142_F86_Y02_CC1_00075	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B143_F87_Y02_CC1_01180	CC1	100	166	0	0	1	166	1	166	2.94E-119	330		
B144_F88_Y02_CC1_00298	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B146_F90_Y02_CC1_01404	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B147_F91_Y02_CC1_00456	CC1	100	166	0	0	1	166	1	166	2.89E-119	330		
B148_F92_Y02_CC1_01857	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B149_F93_Y02_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B150_F94_Y02_CC1_01006	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B152_F96_Y02_CC1_00136	CC1	100	166	0	0	1	166	1	166	2.99E-119	330		
B153_F97_Y02_CC1_00962	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B154_F98_Y02_CC1_00189	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B155_F99_Y02_CC1_01531	CC1	100	166	0	0	1	166	1	166	2.94E-119	330		
B156_F100_Y02_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B157_F101_Y02_CC1_01336	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B159_F103_Y02_CC1_00184	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B160_F104_Y02_CC1_01154	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B161_F105_Y02_CC1_00188	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B162_F106_Y02_CC1_00398	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B163_F107_Y02_CC1_00973	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B165_F109_Y02_CC1_01336	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B166_F111_Y02_CC1_02218	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B167_F112_Y02_CC1_00664	CC1	100	166	0	0	1	166	1	166	2.85E-119	330		
B168_F113_Y02_CC1_01109	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B169_F114_Y02_CC1_01615	CC1	100	166	0	0	1	166	1	166	2.88E-119	330		
B170_F115_Y02_CC1_02116	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B171_F116_Y02_CC1_00828	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B172_F117_Y02_CC1_00823	CC1	100	166	0	0	1	166	1	166	2.98E-119	330		
B173_F118_Y02_CC1_00466	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B174_F119_Y02_CC1_00092	CC1	100	166	0	0	1	166	1	166	2.91E-119	330		
B175_F120_Y02_CC1_00451	CC1	100	166	0	0	1	166	1	166	2.95E-119	330		
B177_F122_Y02_CC1_00300	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B178_F123_Y02_CC1_00008	CC1	100	166	0	0	1	166	1	166	2.96E-119	330		
B181_F126_Y02_CC1_00885	CC1	100	166	0	0	1	166	1	166	2.93E-119	330		
B182_F127_Y02_CC1_00467	CC1	100	166	0	0	1	166	1	166	2.90E-119	330		
B183_F128_Y02_CC1_01380	CC1	100	166	0	0	1	166	1	166	2.87E-119	330		
B185_F130_Y02_CC1_00125	CC1	100	166	0	0	1	166	1	166	2.92E-119	330		
B186_F131_Y02_CC1_01257	CC1	100	166	0	0	1	166	1	166	2.88E-119	330		
B187_F132_Y02_CC1_00567	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B188_F133_Y02_CC1_00830	CC1	100	166	0	0	1	166	1	166	2.86E-119	330		
B027_F21_Y13_CC133_00079	CC133	100	166	0	0	1	166	1	166	2.90E-119	330		
B176_F121_Y02_CC133_00078	CC133	100	166	0	0	1	166	1	166	2.84E-119	330		
B068_F56_Y18_CC151_01522	CC151	100	166	0	0	1	166	1	166	2.92E-119	330		
B071_F57_Y18_CC151_02614	CC151	100	166	0	0	1	166	1	166	2.91E-119	330		
B134_F78_Y02_CC151_02413	CC151	100	166	0	0	1	166	1	166	2.82E-119	330		
B145_F89_Y02_CC151_01739	CC151	100	166	0	0	1	166	1	166	2.82E-119	330		
B151_F95_Y02_CC151_01181	CC151	100	166	0	0	1	166	1	166	2.81E-119	330		
B179_F124_Y02_CC151_01713	CC151	100	166	0	0	1	166	1	166	2.84E-119	330		
B184_F129_Y02_CC151_01631	CC151	100	166	0	0	1	166	1	166	2.81E-119	330		
B001_F01_Y13_CC8_01493	CC8	100	166	0	0	1	166	1	166	2.93E-119	330		
B002_F01_Y13_CC8_01472	CC8	100	166	0	0	1	166	1	166	2.93E-119	330		
B013_F09_Y13_CC8_01540	CC8	100	166	0	0	1	166	1	166	2.92E-119	330		
B031_F25_Y13_CC8_00135	CC8	98.193	166	0	1	1	166	1	163	1.36E-115	321		
B135_F79_Y02_CC8_01674	CC8	100	166	0	0	1	166	1	166	2.99E-119	330		
B138_F82_Y02_CC8_02388	CC8	100	166	0	0	1	166	1	166	3.01E-119	330		
B005_F04_Y13_CC97_00839	CC97	100	166	0	0	1	166	1	166	2.97E-119	330		
B019_F14_Y13_CC97_00798	CC97	100	166	0	0	1	166	1	166	2.95E-119	330		
B025_F13_Y13_CC97_01964	CC97	100	166	0	0	1	166	1	166	3.02E-119	330		
B026_F20_Y13_CC97_02478	CC97	100	166	0	0	1	166	1	166	2.97E-119	330		
B029_F23_Y13_CC97_01267	CC97	100	166	0	0	1	166	1	166	2.95E-119	330		
B034_F19_Y13_CC97_01524	CC97	99.398	166	1	0	1	166	1	166	2.31E-118	328		
B046_F35_Y13_CC97_01730	CC97	100	166	0	0	1	166	1	166	3.00E-119	330		
B047_F36_Y13_CC97_01328	CC97	100	166	0	0	1	166	1	166	2.98E-119	330		
B062_F49_Y13_CC97_01396	CC97	100	166	0	0	1	166	1	166	2.99E-119	330		
B067_F55_Y18_CC97_00876	CC97	100	166	0	0	1	166	1	166	2.94E-119	330		
B069_F55_Y18_CC97_01780	CC97	100	166	0	0	1	166	1	166	2.94E-119	330		
B073_F55_Y18_CC97_00466	CC97	100	166	0	0	1	166	1	166	2.93E-119	330		
B074_F55_Y18_CC97_00241	CC97	100	166	0	0	1	166	1	166	2.94E-119	330		
B077_F60_Y18_CC97_00257	CC97	100	166	0	0	1	166	1	166	2.93E-119	330		
B079_F62_Y18_CC97_00398	CC97	100	166	0	0	1	166	1	166	2.94E-119	330		
B080_F62_Y18_CC97_00408	CC97	100	166	0	0	1	166	1	166	2.95E-119	330		
B081_F62_Y18_CC97_02094	CC97	100	166	0	0	1	166	1	166	2.96E-119	330		
B110_F62_Y18_CC97_00458	CC97	100	166	0	0	1	166	1	166	3.00E-119	330		
B116_F62_Y18_CC97_02180	CC97	100	166	0	0	1	166	1	166	2.99E-119	330		
B117_F62_Y18_CC97_00423	CC97	100	166	0	0	1	166	1	166	2.95E-119	330		
B118_F62_Y18_CC97_02507	CC97	100	166	0	0	1	166	1	166	3.01E-119	330		
B120_F62_Y18_CC97_00220	CC97	100	166	0	0	1	166	1	166	3.01E-119	330		
B131_F75_Y02_CC97_00042	CC97	99.398	166	1	0	1	166	1	166	2.31E-118	328		
B141_F85_Y02_CC97_02225	CC97	100	166	0	0	1	166	1	166	2.99E-119	330		
B158_F102_Y02_CC97_00885	CC97	100	166	0	0	1	166	1	166	3.04E-119	330		
B164_F108_Y02_CC97_01642	CC97	100	166	0	0	1	166	1	166	2.97E-119	330		
B180_F125_Y02_CC97_01486	CC97	100	166	0	0	1	166	1	166	3.06E-119	330		
													
hypothetical protein B													
subject_id	CC	pct_identity	aln_length	n_of_mismatches	gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score		
B003_F02_Y13_CC1_00462	CC1	100	323	0	0	1	323	1	323	0	646		
B004_F03_Y13_CC1_02033	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B006_F05_Y13_CC1_02190	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B007_F02_Y13_CC1_02142	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B008_F05_Y13_CC1_01874	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B009_F07_Y13_CC1_01649	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B010_F07_Y13_CC1_02009	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B011_F03_Y13_CC1_01753	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B012_F08_Y13_CC1_02072	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B014_F10_Y13_CC1_02305	CC1	99.69	323	1	0	1	323	1864	2186	0	652		
B016_F12_Y13_CC1_01767	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B017_F134_Y13_CC1_00942	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B018_F13_Y13_CC1_00621	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B020_F15_Y13_CC1_01837	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B021_F16_Y13_CC1_00653	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B022_F17_Y13_CC1_00958	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B024_F19_Y13_CC1_00414	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B028_F22_Y13_CC1_00347	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B030_F24_Y13_CC1_01033	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B032_F26_Y13_CC1_00715	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B033_F08_Y13_CC1_01126	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B035_F27_Y13_CC1_02122	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B036_F27_Y13_CC1_00272	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B037_F28_Y13_CC1_01780	CC1	99.69	323	1	0	1	323	1864	2186	0	652		
B038_F29_Y13_CC1_01739	CC1	99.381	323	2	0	1	323	940	1262	0	653		
B039_F29_Y13_CC1_02143	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B040_F30_Y13_CC1_00424	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B041_F31_Y13_CC1_00048	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B042_F32_Y13_CC1_00872	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B043_F33_Y13_CC1_02032	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B044_F33_Y13_CC1_02502	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B045_F34_Y13_CC1_00297	CC1	99.69	323	1	0	1	323	1864	2186	0	653		
B047_F37_Y13_CC1_01666	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B048_F37_Y13_CC1_01584	CC1	99.69	323	1	0	1	323	940	1262	0	655		
B050_F39_Y13_CC1_01619	CC1	99.69	323	1	0	1	323	1864	2186	0	653		
